isuid,id,day of week,time of day,size.kb,box,domain,local,digits,name,cappct,special,credit,sucker,porn,chain,username,large text,spampct,category,spam
4,49,Fri,9,2,yes,com,no,0,empty,0.133,0,no,no,no,no,no,no,NA,ord,no
4,50,Fri,14,80,yes,edu,yes,0,name,0.091,1,no,no,no,no,no,no,NA,ord,no
4,51,Fri,15,4,yes,com,no,0,name,0.158,3,no,no,no,no,no,no,NA,list,no
4,52,Fri,14,1,yes,edu,yes,0,name,0.333,3,no,no,no,no,no,no,NA,list,no
4,53,Fri,15,1,yes,edu,yes,0,name,0.385,3,no,no,no,no,no,no,NA,ord,no
4,54,Fri,16,2,yes,edu,yes,0,name,0.125,0,no,no,no,no,no,no,NA,list,no
4,55,Sat,0,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
4,56,Sun,10,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
4,57,Sun,11,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
4,58,Sun,10,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
4,59,Sun,12,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
4,60,Tue,20,3,no,com,no,0,name,0.353,1,no,no,no,no,no,no,NA,ord,no
4,61,Wed,12,1,no,net,no,4,name,0.333,0,no,no,no,no,no,no,NA,ord,no
4,62,Wed,11,2,yes,edu,yes,0,name,0.214,0,no,no,no,no,no,no,NA,ord,no
4,63,Thu,16,4,no,edu,no,0,name,0.107,1,no,no,no,no,no,no,NA,ord,no
4,64,Tue,13,1,yes,edu,no,0,name,0.063,1,no,no,no,no,no,no,NA,ord,no
4,65,Mon,15,4,no,edu,no,0,name,0.158,1,no,no,no,no,no,no,NA,ord,no
4,66,Wed,21,3,yes,net,no,2,name,0.056,0,no,no,no,no,no,no,NA,ord,no
4,67,Tue,15,1,yes,com,no,0,empty,0,0,no,no,no,no,no,no,NA,ord,no
4,68,Wed,18,1,yes,com,no,0,name,0.5,1,no,no,no,no,no,no,NA,ord,no
4,69,Mon,18,1,yes,com,no,0,empty,0.25,0,no,no,no,no,no,no,NA,ord,no
4,70,Thu,9,2,yes,com,no,0,name,0.5,1,no,no,no,no,no,no,NA,ord,no
4,71,Thu,12,1,no,edu,yes,0,empty,0.293,2,no,no,no,no,no,no,NA,ord,no
4,72,Thu,11,1,yes,edu,yes,0,name,0.25,0,no,no,no,no,no,no,NA,ord,no
4,73,Wed,14,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
4,74,Mon,10,2,yes,edu,yes,0,name,1,1,no,no,no,no,no,no,NA,ord,no
4,75,Thu,13,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
5,1,Mon,1,15,no,net,no,0,name,0.588,0,yes,no,no,no,no,no,NA,com,yes
5,2,Mon,2,2,no,net,no,0,name,0.086,0,no,no,yes,no,no,no,NA,com,yes
5,3,Mon,3,2,no,com,no,0,empty,0.22,1,no,yes,no,no,no,no,NA,list,yes
5,4,Mon,4,2,no,com,no,0,name,0.276,0,no,yes,no,no,no,no,NA,news,yes
5,5,Mon,6,2,no,com,no,4,empty,0.783,1,yes,no,no,no,no,no,NA,com,yes
5,6,Mon,8,2,no,com,no,0,empty,0.162,0,yes,no,no,no,no,no,NA,com,yes
5,7,Mon,8,1,no,com,no,0,empty,0.059,2,no,yes,no,no,no,yes,NA,com,yes
5,8,Mon,8,3,yes,edu,yes,0,name,0.146,3,no,no,no,no,no,no,NA,ord,no
5,9,Mon,8,1,yes,edu,yes,0,name,1,0,no,no,no,no,no,no,NA,ord,no
5,10,Mon,9,1,yes,edu,yes,0,name,0.176,0,no,no,no,no,no,no,NA,ord,no
5,11,Mon,9,6,yes,edu,yes,2,name,0.222,0,no,no,no,no,no,no,NA,ord,no
5,12,Mon,9,8,yes,edu,yes,0,name,0.125,0,no,no,no,no,no,no,NA,ord,no
5,13,Mon,10,2,yes,edu,yes,0,name,0.174,0,no,no,no,no,no,no,NA,ord,no
5,14,Mon,11,3,no,com,no,0,empty,0.19,1,no,yes,no,no,no,no,NA,com,yes
5,15,Mon,22,3,no,com,no,0,empty,0,0,no,no,no,no,no,no,NA,news,yes
5,16,Tue,1,1,no,com,no,0,name,0.071,0,no,no,yes,no,no,no,NA,com,yes
5,17,Tue,4,2,no,com,no,3,empty,0.075,0,no,no,no,no,yes,no,NA,news,yes
5,18,Tue,6,3,no,net,no,0,name,0.067,1,no,yes,no,no,no,no,NA,com,yes
5,19,Tue,9,1,yes,edu,yes,0,name,0,2,no,no,no,no,no,no,NA,ord,no
5,20,Tue,15,1,no,com,no,0,single,0,0,yes,no,no,no,no,no,NA,com,yes
5,21,Tue,15,1,yes,edu,yes,0,name,0.032,0,yes,no,no,no,no,no,NA,com,no
5,22,Wed,0,3,no,com,no,0,single,0.189,0,yes,no,no,no,no,no,NA,com,yes
5,23,Wed,5,1,no,com,no,4,empty,0,1,yes,no,no,no,no,no,NA,com,yes
5,24,Wed,9,8,no,com,no,0,single,0,0,yes,no,no,no,yes,no,NA,com,yes
5,25,Wed,10,14,yes,edu,yes,0,name,0.027,0,no,no,no,no,no,no,NA,ord,no
5,26,Wed,11,2,no,net,no,0,empty,0.171,0,no,no,yes,no,no,no,NA,com,yes
5,27,Wed,11,4,no,com,no,0,empty,0.214,1,yes,no,no,no,no,no,NA,list,yes
5,28,Wed,21,4,yes,edu,yes,0,name,0.069,0,no,no,no,no,no,no,NA,ord,no
5,29,Thu,0,1,no,net,no,0,name,0.143,0,yes,no,no,no,no,no,NA,com,yes
5,30,Thu,1,1,no,com,no,0,name,0.05,0,no,no,yes,no,no,no,NA,com,yes
5,31,Thu,3,2,yes,edu,yes,0,name,0.133,0,no,no,no,no,no,no,NA,ord,no
5,32,Thu,4,2,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
5,33,Thu,13,1,no,net,no,1,empty,0.133,0,yes,no,no,no,no,no,NA,ord,yes
5,34,Thu,13,1,yes,edu,yes,0,name,0.133,1,no,no,no,no,no,no,NA,news,no
5,35,Thu,15,1,yes,com,no,0,name,0.139,1,no,yes,no,no,no,no,NA,news,no
5,36,Fri,0,2,no,com,no,0,empty,0.083,0,no,no,no,no,yes,yes,NA,com,yes
5,37,Fri,0,3,no,com,no,0,empty,0.028,0,no,no,yes,no,no,no,NA,com,yes
5,38,Fri,1,8,yes,edu,yes,0,name,0.118,0,no,no,no,no,no,no,NA,ord,no
5,39,Fri,3,6,no,net,no,0,name,0.351,2,no,yes,no,no,yes,no,NA,com,yes
5,40,Fri,8,2,yes,edu,yes,0,name,0.056,0,no,no,no,no,no,no,NA,ord,no
5,41,Fri,8,2,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
5,42,Fri,8,1,yes,edu,yes,4,name,0.057,1,yes,no,no,no,yes,no,NA,com,no
5,43,Fri,8,1,yes,edu,yes,0,name,0.034,0,no,no,no,no,no,no,NA,ord,no
5,44,Fri,9,1,yes,com,no,0,name,0.027,0,no,no,no,no,yes,no,NA,com,no
5,45,Fri,9,5,yes,edu,yes,0,name,0.048,0,no,no,no,no,no,no,NA,ord,no
5,46,Fri,10,6,yes,edu,yes,0,name,0.059,0,no,no,no,no,no,no,NA,ord,no
5,47,Fri,10,6,yes,edu,yes,0,name,0.478,0,no,no,no,no,no,no,NA,ord,no
5,48,Fri,16,6,yes,edu,yes,0,name,0.067,0,no,no,no,no,no,no,NA,ord,no
5,49,Fri,17,2,yes,edu,yes,0,name,0.029,0,no,no,no,no,no,no,NA,ord,no
5,50,Fri,17,2,yes,edu,yes,0,name,0.071,0,no,no,no,no,no,no,NA,ord,no
5,51,Fri,17,2,yes,edu,yes,3,name,0.027,0,yes,no,no,no,yes,no,NA,com,no
5,52,Sat,0,1,no,org,no,0,single,0.028,0,yes,no,no,no,no,no,NA,news,yes
5,53,Sat,0,8,no,com,no,0,name,0,2,yes,yes,no,no,no,yes,NA,com,yes
5,54,Sat,0,2,no,com,no,0,empty,0,0,no,yes,no,no,no,no,NA,news,yes
5,55,Sat,8,1,no,net,no,0,empty,0.125,2,yes,no,no,no,no,no,NA,list,yes
5,56,Sat,8,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
5,57,Sat,8,1,yes,edu,yes,0,name,0.05,0,no,no,no,no,no,no,NA,ord,no
5,58,Sat,8,1,yes,edu,yes,0,name,0.028,0,no,no,no,no,no,no,NA,ord,no
5,59,Sat,11,12,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
5,60,Sat,11,2,yes,edu,yes,0,name,0.3,0,no,no,no,no,no,no,NA,ord,no
5,61,Sat,12,3,no,com,no,2,empty,0,0,yes,no,no,no,no,no,NA,com,yes
5,62,Sat,14,1,yes,edu,yes,0,name,0.036,0,no,no,no,no,no,no,NA,ord,no
5,63,Sat,16,1,no,com,no,0,single,0.027,1,yes,no,yes,no,no,yes,NA,com,yes
5,64,Sun,0,2,no,net,no,3,empty,0.028,0,no,no,yes,no,no,no,NA,com,yes
5,65,Sun,0,1,no,com,no,3,empty,0,0,no,yes,no,no,no,no,NA,com,yes
5,66,Sun,3,1,no,com,no,0,empty,0.3,0,yes,no,no,no,no,no,NA,com,yes
5,67,Sun,3,8,no,com,no,0,single,0,2,yes,no,yes,no,no,no,NA,com,yes
5,68,Sun,8,1,no,com,no,0,empty,0,0,yes,no,no,no,no,no,NA,com,yes
6,3444,Wed,18,4,no,edu,yes,0,name,0.04166667,3,no,no,no,no,no,no,NA,list,no
6,3443,Wed,20,1,yes,edu,yes,0,empty,0,0,no,no,no,no,no,no,NA,ord,no
6,3442,Wed,20,3,yes,edu,yes,0,name,0.1612903,0,no,no,no,no,no,no,NA,list,no
6,3441,Wed,19,4,yes,edu,yes,0,name,0.1818182,0,no,no,no,no,no,no,NA,list,no
6,3440,Wed,18,3,no,edu,yes,0,name,0.1290323,0,no,no,no,no,no,no,NA,list,no
6,3439,Wed,17,3,no,edu,yes,0,name,0.125,0,no,no,no,no,no,no,NA,list,no
6,3437,Wed,15,5,no,edu,yes,0,empty,0.1020408,0,no,no,no,no,no,no,NA,list,no
6,3436,Wed,15,5,no,edu,yes,0,name,0.2241379,5,no,no,no,no,no,no,NA,list,no
6,3434,Wed,14,5,no,com,no,0,name,0.05,0,yes,no,no,no,yes,yes,25,com,yes
6,3432,Wed,11,1,yes,edu,yes,0,name,0.2105263,0,no,no,no,no,no,no,NA,ord,no
6,3431,Wed,11,1,yes,edu,yes,0,name,0.0909091,0,no,no,no,no,no,no,NA,ord,no
6,3430,Wed,11,7,yes,edu,yes,0,name,0.07142857,0,no,no,no,no,no,no,NA,ord,no
6,3429,Wed,10,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
6,3428,Wed,10,1,yes,edu,yes,0,empty,0.08333333,0,no,no,no,no,no,no,NA,ord,no
6,3427,Wed,9,1,yes,edu,yes,0,name,0.1724138,0,no,no,no,no,no,no,NA,ord,no
6,3426,Wed,9,1,yes,edu,yes,0,name,0.1764706,0,no,no,no,no,no,no,NA,ord,no
6,3425,Wed,9,1,yes,edu,yes,0,empty,0.08333333,0,no,no,no,no,no,no,NA,ord,no
6,3424,Wed,9,5,no,com,no,0,empty,0.1111111,0,yes,no,no,no,no,no,19,com,yes
6,3423,Wed,8,81,yes,edu,yes,0,name,0.1764706,0,no,no,no,no,no,no,NA,ord,no
6,3422,Wed,1,1,yes,edu,yes,0,name,0.0909091,0,no,no,no,no,no,no,NA,ord,no
6,111,Wed,23,60,no,com,no,0,name,0.2325581,0,no,yes,no,no,no,yes,63,com,yes
6,110,Wed,22,4,no,com,no,0,name,0.14,0,no,yes,no,no,no,yes,61,com,yes
6,109,Wed,20,15,no,com,no,0,name,1,0,yes,no,no,no,no,yes,77,com,yes
6,108,Wed,17,13,no,com,no,0,single,0.02173913,2,yes,no,no,no,no,yes,93,com,yes
6,107,Wed,10,7,no,com,no,0,name,0.9444444,0,no,yes,no,no,no,yes,92,com,yes
6,106,Wed,8,3,no,com,no,1,name,0.3913043,1,no,yes,no,no,yes,yes,83,com,yes
6,104,Wed,0,6,no,com,no,0,name,0.5416667,3,no,yes,no,no,no,yes,77,com,yes
6,103,Wed,1,14,no,com,no,0,name,0.18,0,no,yes,no,no,no,yes,69,com,yes
6,102,Wed,6,11,no,net,no,0,name,0.1219512,0,no,yes,no,no,no,yes,81,com,yes
6,3421,Tue,17,4,no,com,no,0,name,0.0877193,5,yes,yes,no,no,no,yes,51,com,yes
6,3420,Tue,18,2,yes,com,no,0,name,0.05,0,no,no,no,no,no,no,NA,list,no
6,3418,Tue,15,1,yes,edu,yes,0,name,0.03225806,0,no,no,no,no,no,no,NA,list,no
6,3417,Tue,15,29,yes,edu,yes,0,name,0.1724138,2,no,no,no,no,no,no,NA,list,no
6,3416,Tue,13,9,no,com,no,4,name,0.2063492,5,no,no,no,no,no,no,NA,list,no
6,3415,Tue,14,2,yes,edu,yes,0,name,0.2,1,no,no,no,no,no,no,NA,list,no
6,3414,Tue,13,4,yes,com,no,0,name,0.1111111,0,no,no,no,no,no,no,44,ord,no
6,3413,Tue,12,1,yes,edu,yes,0,empty,0.03448276,0,no,no,no,no,no,no,NA,list,no
6,3412,Tue,12,14,yes,com,no,0,name,0.1568627,2,yes,no,no,no,no,yes,55,news,no
6,3411,Tue,11,2,no,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,list,no
6,3410,Tue,11,2,no,edu,yes,0,single,0.07692308,1,no,no,no,no,no,no,NA,list,no
6,3409,Tue,11,5,no,edu,yes,0,name,0.2033898,4,no,no,no,no,no,no,NA,list,no
6,3408,Tue,10,8,no,info,no,6,name,0.1428571,0,no,no,no,yes,no,yes,23,news,yes
6,3407,Tue,10,1,yes,edu,yes,0,name,0.0625,1,no,no,no,no,no,no,NA,list,no
6,3406,Tue,10,153,yes,edu,yes,0,name,0.1372549,2,no,no,no,no,no,no,NA,list,no
6,3405,Tue,10,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,list,no
6,3404,Tue,9,1,yes,edu,yes,0,name,0.8571429,0,no,no,no,no,no,no,NA,list,no
6,3403,Tue,7,2,yes,edu,yes,0,name,0.2727273,0,no,no,no,no,no,no,NA,list,no
6,3402,Tue,6,5,no,com,no,0,single,0.1186441,10,no,yes,no,no,no,yes,49,com,yes
6,105,Tue,21,5,no,com,no,22,name,0.07692308,5,yes,no,no,no,no,yes,88,com,yes
6,101,Tue,18,23,no,com,no,3,single,0.01408451,3,no,yes,no,no,no,yes,64,com,yes
6,100,Tue,19,5,no,com,no,1,name,0.16,1,no,yes,no,no,no,yes,74,com,yes
6,99,Tue,17,29,no,com,no,0,single,0.05660377,3,no,yes,no,no,no,yes,75,com,yes
6,98,Tue,12,4,no,com,no,22,single,0.1842105,4,no,yes,no,no,no,yes,88,com,yes
6,97,Tue,22,6,no,net,no,0,name,0.1333333,4,no,yes,no,no,no,yes,64,com,yes
6,96,Tue,12,8,no,com,no,0,name,0.1190476,1,no,yes,no,no,no,yes,87,com,yes
6,95,Tue,8,17,no,com,no,8,name,0.1509434,0,no,yes,no,no,no,yes,83,news,yes
6,92,Tue,2,4,no,net,no,0,name,0.0952381,0,no,yes,no,no,no,no,75,com,yes
6,91,Tue,0,55,no,com,no,0,name,0.2298851,0,no,yes,no,no,no,yes,63,com,yes
6,94,Mon,14,3,no,com,no,22,name,0.03125,0,yes,no,no,no,no,yes,87,com,yes
6,93,Mon,23,12,no,com,no,0,name,0.1764706,3,no,yes,no,no,yes,yes,80,com,yes
6,90,Mon,14,8,no,com,no,0,name,0.1176471,3,yes,no,no,no,no,yes,73,com,yes
6,89,Mon,20,10,no,com,no,1,name,0.7777778,0,yes,no,no,no,no,yes,74,com,yes
6,88,Mon,13,29,no,com,no,0,empty,0.1388889,2,no,yes,no,no,no,yes,75,com,yes
6,87,Mon,9,6,no,com,no,0,name,0.2121212,0,no,yes,no,no,no,yes,96,com,yes
6,86,Mon,14,36,no,com,no,0,single,0.1489362,0,no,yes,no,no,no,yes,62,com,yes
6,85,Mon,6,17,no,com,no,6,name,0.0625,1,no,yes,no,no,yes,yes,83,com,yes
6,83,Mon,15,21,yes,cn,no,0,single,0,0,no,no,no,no,no,no,78,list,no
6,74,Mon,4,4,no,cn,no,4,name,0,1,no,no,no,no,no,no,60,list,no
6,3401,Mon,23,37,yes,edu,yes,0,name,0.0909091,0,no,no,no,no,no,no,NA,ord,no
6,3400,Mon,19,3,no,com,no,4,name,0,1,no,no,no,no,no,no,13,list,no
6,3399,Mon,21,32,yes,edu,yes,0,empty,0.3103448,0,no,no,no,no,no,no,NA,list,no
6,3398,Mon,21,6,no,com,no,0,single,0.1875,2,no,yes,no,no,no,yes,51,com,yes
6,3397,Mon,16,18,no,com,no,0,single,0.1875,0,no,yes,no,no,no,yes,39,com,yes
6,3396,Mon,16,18,no,com,no,0,single,0.1875,0,no,yes,no,no,no,yes,39,com,yes
6,3395,Mon,17,1,yes,edu,yes,0,name,0.3,0,no,no,no,no,no,no,NA,list,no
6,3394,Mon,16,4,no,com,no,0,name,0.1153846,0,no,no,no,no,no,no,NA,list,no
6,3393,Mon,14,2,yes,edu,yes,0,name,0.1470588,0,no,no,no,no,no,no,NA,list,no
6,3392,Mon,13,1,yes,edu,yes,0,name,0.08333333,1,no,no,no,no,no,no,NA,list,no
6,3391,Mon,12,2,yes,edu,yes,0,name,0.07407407,0,no,no,no,no,no,no,NA,list,no
6,3390,Mon,12,2,yes,edu,yes,1,empty,0.03333333,3,no,no,no,no,no,no,NA,list,no
6,3389,Mon,11,55,yes,edu,yes,0,name,0.07142857,2,no,no,no,no,no,no,NA,list,no
6,3387,Mon,8,2,yes,edu,yes,0,name,0.08695652,0,no,no,no,no,no,no,NA,list,no
6,3385,Mon,8,1,yes,edu,yes,0,name,0.0625,1,no,no,no,no,no,no,NA,list,no
6,3384,Mon,7,1,yes,edu,yes,0,name,0.25,1,no,no,no,no,no,no,NA,list,no
6,3383,Mon,7,2,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,list,no
6,3382,Mon,5,1,yes,edu,yes,0,name,0.2068966,1,no,no,no,no,no,no,NA,list,no
6,3380,Sun,23,2,yes,edu,yes,0,name,0.03333333,1,no,no,no,no,no,no,NA,list,no
6,3379,Sun,22,2,yes,edu,yes,0,empty,0,0,no,no,no,no,no,no,NA,list,no
6,3376,Sun,19,2,no,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,list,no
6,3375,Sun,17,4,no,com,no,0,name,0.01785714,7,no,no,no,no,no,no,7,list,no
6,3374,Sun,16,1,yes,edu,yes,0,name,0.0909091,0,no,no,no,no,no,no,NA,list,no
6,3373,Sun,13,1,yes,edu,yes,0,name,0.1428571,1,no,no,no,no,no,no,NA,list,no
6,3371,Sun,8,1,yes,edu,yes,0,name,0.0909091,0,no,no,no,no,no,no,NA,list,no
6,84,Sun,12,6,no,com,no,0,name,0.1666667,2,no,yes,no,no,no,no,64,com,yes
6,82,Sun,21,2,no,com,no,0,name,0.05882353,1,no,no,no,no,no,no,NA,ord,no
6,81,Sun,12,7,no,com,no,0,name,0.08,2,no,yes,no,no,no,yes,43,com,yes
6,80,Sun,20,6,no,com,no,0,name,0.1052632,3,no,yes,no,no,no,yes,51,com,yes
6,79,Sun,20,6,no,com,no,0,single,0.08,3,no,yes,no,no,no,yes,85,com,yes
6,78,Sun,21,3,no,com,no,0,empty,0.06666667,2,no,yes,no,no,no,no,64,com,yes
6,77,Sun,20,17,no,com,no,8,name,0.0625,1,no,yes,no,no,yes,yes,83,news,yes
6,76,Sun,15,12,no,com,no,0,name,0.08695652,0,no,yes,no,no,no,yes,73,com,yes
6,75,Sun,22,37,no,com,no,8,single,0.02083333,3,no,yes,no,no,yes,yes,78,com,yes
6,73,Sun,13,8,no,net,no,0,name,0.3018868,4,no,yes,no,no,no,yes,87,com,yes
6,72,Sun,11,17,no,com,no,8,name,0.0625,1,no,no,no,no,yes,yes,83,news,yes
6,71,Sun,9,5,no,com,no,0,name,0.1034483,0,no,yes,no,no,no,yes,78,com,yes
6,70,Sat,16,7,no,com,no,22,name,0.3846154,2,no,yes,no,no,no,yes,96,com,yes
6,69,Sat,23,12,no,com,no,0,single,0.1578947,0,no,yes,no,no,no,yes,71,com,yes
6,68,Sat,20,5,no,com,no,0,single,0.06521739,4,yes,no,no,no,yes,yes,79,com,yes
6,67,Sat,22,54,no,com,no,0,name,0.2375,8,no,yes,no,no,no,yes,63,com,yes
6,65,Sat,12,12,no,com,no,0,name,0.4642857,4,no,yes,no,no,no,yes,78,com,yes
6,64,Sat,13,6,no,net,no,0,name,0.137931,0,yes,no,no,no,no,yes,86,com,yes
6,63,Sat,3,6,no,com,no,1,name,0.255814,2,no,yes,no,no,yes,yes,65,com,yes
6,3470,Sat,13,1,yes,edu,yes,0,single,0.2,2,no,no,no,no,no,no,NA,ord,no
6,3469,Sat,11,3,yes,edu,yes,0,name,0.08333333,1,no,no,no,no,no,no,NA,list,no
6,3468,Sat,11,3,yes,edu,yes,0,empty,0.08333333,1,no,no,no,no,no,no,NA,list,no
6,62,Fri,14,2,no,com,no,22,name,0.1,4,no,yes,no,no,no,yes,91,com,yes
6,61,Fri,22,7,no,net,no,0,name,0.1276596,4,no,yes,no,no,no,yes,95,com,yes
6,60,Fri,18,24,no,com,no,0,single,0.04545455,3,yes,no,no,no,no,yes,79,com,yes
6,59,Fri,16,4,no,com,no,0,single,0.2941176,0,no,yes,no,no,no,yes,65,com,yes
6,58,Fri,11,5,no,com,no,0,name,0.0862069,2,no,yes,no,no,no,yes,79,com,yes
6,57,Fri,2,17,no,com,no,0,empty,0.1363636,2,no,yes,no,no,no,yes,72,com,yes
6,56,Fri,3,8,no,com,no,0,name,0.07692308,0,no,yes,no,no,no,yes,63,com,yes
6,53,Fri,1,4,no,net,no,0,name,0.08333333,1,no,yes,no,no,no,no,75,com,yes
6,3358,Fri,19,5,yes,edu,yes,0,empty,0.1578947,2,no,no,no,no,yes,no,NA,ord,no
6,3357,Fri,18,2,yes,com,yes,0,name,0.0952381,1,no,no,no,no,no,no,NA,list,no
6,3356,Fri,17,52,yes,edu,yes,0,name,0.06818182,1,no,no,no,no,no,no,NA,list,no
6,3355,Fri,15,2,yes,edu,yes,0,name,0,2,no,no,no,no,no,no,NA,list,no
6,3354,Fri,14,1,yes,edu,yes,0,empty,0.08333333,1,no,no,no,no,no,no,NA,ord,no
6,3353,Fri,14,606,yes,edu,yes,0,name,0.1538462,1,no,no,no,no,no,no,NA,ord,no
6,3351,Fri,13,1,yes,edu,yes,0,empty,0,0,no,no,no,no,no,no,NA,list,no
6,3350,Fri,12,605,yes,edu,yes,0,name,0.1428571,0,no,no,no,no,no,no,NA,list,no
6,3348,Fri,16,3,yes,it,no,0,empty,0.1176471,1,no,no,no,no,yes,no,9,ord,no
6,3342,Fri,5,1,yes,edu,yes,0,single,0.2,2,no,no,no,no,yes,no,NA,ord,no
6,55,Thu,20,12,no,com,no,2,single,0.1176471,3,no,yes,no,no,no,yes,82,com,yes
6,54,Thu,22,2,no,net,no,3,name,0.0625,0,yes,no,no,no,no,yes,84,com,yes
6,52,Thu,23,6,no,net,no,0,single,0.1612903,2,yes,no,no,no,no,yes,90,com,yes
6,51,Thu,22,4,no,com,no,1,name,0.04,0,no,yes,no,no,no,yes,67,com,yes
6,50,Thu,20,53,no,com,no,0,name,0.3333333,7,no,yes,no,no,no,yes,60,news,yes
6,49,Thu,17,7,no,com,no,0,name,0.03333333,0,no,yes,no,no,no,yes,71,com,yes
6,47,Thu,12,21,no,com,no,0,name,0.1578947,0,no,yes,no,no,no,yes,75,com,yes
6,46,Thu,0,3,no,com,no,22,name,0.125,1,no,yes,no,no,no,yes,87,com,yes
6,45,Thu,12,10,no,com,no,0,single,0.04166667,1,no,yes,no,no,no,yes,96,com,yes
6,44,Thu,12,4,no,com,no,0,single,0.4166667,3,no,yes,no,no,no,no,61,com,yes
6,43,Thu,12,30,no,com,no,0,empty,0.2051282,2,no,yes,no,no,no,yes,78,com,yes
6,42,Thu,0,16,no,com,no,0,name,0.1702128,2,no,yes,no,no,no,yes,95,com,yes
6,3339,Thu,15,1,no,edu,yes,0,name,0.1346154,0,no,no,no,no,no,no,NA,list,no
6,3337,Thu,13,1,yes,edu,yes,0,single,0.1666667,1,no,no,no,no,yes,no,NA,ord,no
6,3328,Thu,17,1,yes,it,no,0,empty,0,0,no,no,no,no,no,no,9,ord,no
6,3327,Thu,16,1,yes,it,no,0,empty,0,0,no,no,no,no,no,no,9,ord,no
6,3326,Thu,6,4,yes,edu,yes,0,name,0.05128205,3,no,no,no,no,no,no,NA,list,no
6,3325,Thu,2,4,no,com,no,0,single,0.05555556,1,no,yes,no,no,no,yes,51,com,yes
7,1,Mon,11,2,no,net,no,3,single,0.1667,0,no,no,no,no,no,yes,NA,com,yes
7,2,Mon,18,2,no,net,no,4,single,0.375,3,no,yes,no,no,no,yes,NA,com,yes
7,3,Mon,17,1,no,lv,no,0,empty,0.2,1,no,yes,no,no,no,no,NA,com,yes
7,4,Mon,5,1,no,edu,yes,0,name,0.24,0,no,no,no,no,no,no,NA,ord,no
7,5,Mon,7,1,no,edu,yes,0,name,0.28,0,no,no,no,no,no,no,NA,ord,no
7,6,Mon,8,4,no,edu,yes,0,name,0.55,0,no,no,no,no,no,no,NA,ord,no
7,7,Mon,9,235,no,edu,yes,0,name,0.1,0,no,no,no,no,no,no,NA,ord,no
7,8,Mon,11,54,no,edu,yes,0,name,0.07,0,no,no,no,no,no,no,NA,ord,no
7,9,Mon,13,21,yes,edu,yes,0,name,0.286,0,no,no,no,no,yes,no,NA,ord,no
7,10,Mon,13,1,no,edu,yes,0,name,0.09,0,no,no,no,no,no,no,NA,ord,no
7,11,Mon,14,2,no,edu,yes,0,name,0.16,0,no,no,no,no,no,no,NA,ord,no
7,12,Mon,15,1,yes,edu,yes,0,name,0.266,0,no,no,no,no,no,no,NA,ord,no
7,13,Mon,17,1,no,edu,yes,0,name,0.315,0,no,no,no,no,no,no,NA,ord,no
7,14,Mon,22,1,yes,edu,yes,0,name,0.03,0,no,no,no,no,no,no,NA,ord,no
7,15,Mon,22,2,yes,edu,yes,0,name,0.06,0,no,no,no,no,no,no,NA,ord,no
7,16,Tue,0,1,yes,edu,yes,0,name,0.07,0,no,no,no,no,no,no,NA,ord,no
7,17,Tue,8,1,no,edu,yes,0,name,1,0,no,no,no,no,no,no,NA,ord,no
7,18,Tue,10,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
7,19,Tue,10,151,no,edu,yes,0,name,0.159,0,no,no,no,no,no,no,NA,ord,no
7,20,Tue,10,1,no,edu,yes,0,name,0.06,1,no,no,no,no,no,no,NA,ord,no
7,21,Tue,11,1,yes,edu,yes,0,name,0,0,no,no,no,no,no,no,NA,ord,no
7,22,Tue,12,1,yes,edu,yes,0,name,0.03,0,no,no,no,no,no,no,NA,ord,no
7,23,Tue,14,2,no,edu,yes,0,name,0.25,0,no,no,no,no,no,no,NA,ord,no
7,24,Tue,15,2,no,edu,yes,0,name,0.2,0,no,no,no,no,no,no,NA,ord,no
7,25,Tue,15,1,no,edu,yes,0,name,0.035,0,no,no,no,no,no,no,NA,ord,no
7,26,Tue,16,1,yes,edu,yes,0,name,0.04,0,no,no,no,no,no,no,NA,ord,no
7,27,Tue,17,1,yes,edu,yes,0,name,0.04,0,no,no,no,no,no,no,NA,ord,no
7,28,Tue,18,1,yes,edu,yes,0,name,0.04,0,no,no,no,no,no,no,NA,ord,no
